Company Name,Ticker,ROA (5 Yr Avg),Annual Sales,Net Income ,Pretax Income ,Cash Flow ,Dividend ,Current Assets ,Current Liabilities ,Long Term Debt ,Book Value,Debt/Total Capital,Debt/Equity Ratio,Cash Ratio,Last Qtr EPS,Exchange,Current ROA (TTM),ROI (5 Yr Avg),Sector,Industry,Shares Outstanding ,Market Cap ,Last Close,52 Week High,52 Week Low,12 Mo Trailing EPS,5 Yr. Hist. EPS Growth,5 Yr Historical Sales Growth,P/E (Trailing 12 Months),Current ROE (TTM),Current ROI (TTM),5 Yr Hist. Div. Growth %,S&P 500 - ETF
"Synchrony Financial","SYF","3.74119","16695","1935","3324","2349",".56","87975","60775","20799","18.47","59.36999","1.46",".1909",".7","NYSE","2.27","8.24839","Finance","Financial - Miscellaneous Services","760.22","27542.66","36.23","40.21","26.5","2.62","-2.27","8.5","13.83","14.62","6.03","","YES"
"Stryker Corporation","SYK","11.16699","12444","1020","2063","3107","1.745","7993","3485","6590","26.67","39.77099",".66",".95552","1.96","NYSE","11.53","14.911","Medical","Medical - Products","374.64","60894.31","162.54","168.91","129.14","6.49","10.77","7.79","25.05","24.56","14.69","12.194","YES"
"Symantec Corporation","SYMC","6.66389","4019","-106","-262","961.83502",".3","5324","4622","6876","8","52.98199","1.13","1.01146",".49","NSDQ","3.32","11.53199","Computer and Technology","Computer - Software","621.54","16837.48","27.09","34.16","25.59","1.5","-21.77","-12.76","18.06","14.26","5.47","-18.47801","YES"
"Sysco Corporation","SYY","8.18929","55371.14","1142.5","1766.22998","2295.76098",".97","8033.43017","6095.87988","7660.87011","4.35","78.62799","3.66",".16547",".66","NYSE","7.78","13.413","Consumer Staples","Food - Miscellaneous","521.92","31336","60.04","64.12","49.11","2.63","4.89","5.43","22.83","61.02","13.41","3.68239","YES"
"AT&T Inc.","T","4.5068","160546","29450","15139","43209","1.96","79146","81389","125972","23.13","47.00799",".89",".76944",".78","NYSE","4.39","7.66839","Computer and Technology","Wireless National","6139","225301.3","36.7","42.61","32.86","3.05","5.23","6.9","12.03","14.55","7.17","2.06979","YES"
"Molson Coors Brewing  Company","TAP","4.46509","13471.5","1414.19995","1381.69995","1804.59997","1.63999","2189.69995","3399.30004","10598.70019","62.37","44.09899",".79",".2048",".62","NYSE","3.14","5.86189","Consumer Staples","Beverages - Alcohol","215.56","16819.83","78.03","99.85","74.21","4.38","-1.63","12.76","17.82","7.55","4.03","5.92729","YES"
"Transdigm Group Incorporated","TDG","6.41809","3504.29","596.88","837.42999","829.10101","0","2133.55004","870.98999","11393.62011","-50.03","","-4.38",".88032","2.62","NYSE","6.47","7.46649","Aerospace","Aerospace - Defense Equipment","52.2","14906.22","285.58","317.37","210.04","12.42","22.38","16.29","22.99","-27.7","7.52","","YES"
"TE Connectivity Ltd.","TEL","8.1679","13113","1683","1928","2365","1.53999","5926","3847","3634","27.42","25.618",".34",".47387","1.4","NYSE","9.71","13.173","Computer and Technology","Electronics - Miscellaneous Components","351.21","35679.05","101.59","104.44","71.93","5.08","9.64","-1.56","20","19.49","14.41","13.336","YES"
"Target Corporation","TGT","6.64709","69495","2737","3965","5215","2.44","11990","12708","11031","20.49","50.312","","",".91","NYSE","6.97","10.6","Retail-Wholesale","Retail - Discount Stores","543.57","40844.05","75.14","78.58","50.18","4.8","3.11","-1.19","15.65","24.09","12.04","12.611","YES"
"Tiffany & Co.","TIF","9.83819","4001.8","446.1","676.59997","670.09997","1.95","3573.60009","632.79998","878.40002","25.5","21.718","","",".8","NYSE","9.43","13.328","Retail-Wholesale","Retail - Jewelry","124.28","12555.75","101.03","109.88","85.03","3.91","1.62",".44","25.84","15.77","12.29","9.55459","YES"
"TJX Companies, Inc. (The)","TJX","19.85099","35864.66","2607.93994","3856.58007","3433.25","1.19749","8485.70019","5125.5","2230.60009","8.14","30.229",".43",".63695","1.37","NYSE","19.45","38.39099","Retail-Wholesale","Retail - Discount Stores","632.3","53005.93","83.83","83.83","66.9","4.04","7.91","6.41","20.75","55.23","37.52","22.29999","YES"
"Torchmark Corporation","TMK","2.68619","4156","1454.48999","830.64001","1064.09997",".58999","870.85998","14259.90039","1132.19995","53.98","15.376",".18",".01722","1.24","NYSE","2.52","9.95009","Finance","Insurance - Life Insurance","114.08","9595.43","84.11","93.32","74.11","4.81","6.07","3.03","17.49","10.81","8.91","9.84619","YES"
"Thermo Fisher Scientific, Inc.","TMO","6.9615","20918","2225","2429","5808",".6","9421","7048","18873","63.38","42.616",".74",".30349","2.79","NYSE","7.35","8.8647","Medical","Medical - Instruments","401.78","83072.88","206.76","224.11","152.18","9.48","13.9","10.55","21.81","16.01","9.17","0","YES"
"Tapestry, Inc.","TPR","18.17799","4488.3","591","759","822.09997","1.35","3953.30004","753.79998","1579.5","10.37","39.02299",".64","4.21079","1.07","NYSE","10.98","26.32399","Retail-Wholesale","Retail - Apparel and Shoes","284.88","14523.3","50.98","51.16","37.82","2.45","-13.04","-1.64","20.81","23.68","15.74",".67532","YES"
"TripAdvisor, Inc.","TRIP","10.894","1556","-19","110","179.16","0","993","372","230","9.81","14.43799",".17","1.97043",".06","NSDQ","3.32","14.61499","Retail-Wholesale","Internet - Commerce","138.98","5833.08","41.97","47.99","30.06","1.04","-15.17","15.01","40.36","5.63","4.79","","YES"
"T. Rowe Price Group, Inc.","TROW","20.63199","4793","1497.80004","2505.10009","1504.69995","2.27999","2459.3999","392.29998","0","24.04","14.56299","0","4.85011","1.52","NSDQ","19.64","22.83499","Finance","Financial - Investment Management","244.6","27358.23","111.85","119.99","67.63","5.76","7.51","7.78","19.42","25.3","22.17","10.269","YES"
"The Travelers Companies, Inc.","TRV","3.05019","28902","2056","2730","7022","2.82999","26624","67614","6571","87.44","21.68499",".28",".07748","2.28","NYSE","1.98","10.121","Finance","Insurance - Property and Casualty","271.43","37885.92","139.58","150","115.18","7.27","2.65","1.93","19.2","8.61","6.71","9.83489","YES"
"Tractor Supply Company","TSCO","16.881","7256.38","422.58999","672.52001","593.42901","1.04999","1655.35998","849.21002","433.67001","11.3","23.412",".31",".23245",".91","NSDQ","14.76","26.59099","Retail-Wholesale","Retail - Miscellaneous","125.12","8060.03","64.42","82.39","49.99","3.34","11.89","9.37","19.29","30.81","22.51","21.68099","YES"
"Tyson Foods, Inc.","TSN","7.02559","38260","1774","2628","2727.3999",".82499","6258","4032","9297","32.54","42.568",".74",".33333","1.81","NYSE","7.65","10.178","Consumer Staples","Food - Meat Products","368","27084.8","73.6","83.62","57.34","5.53","23.88","2.3","13.31","19.25","10.7","45.158","YES"
"Total System Services, Inc.","TSS","9.4966","4927.96","586.17999","617.55999","1007.74401",".46","1079.23999","989.09002","2627.98999","12.19","55.04199","1.17",".67427",".82","NYSE","9.48","11.30599","Business Services","Financial Transaction Services","181.73","16077.26","88.47","88.94","51.81","3.37","20.93","22.3","26.25","26.5","11.95","2.88129","YES"
"Time Warner Inc.","TWX","6.2371","31271","5247","5945","14925.85839","1.61","15219","14077","18294","36.44","39.24399",".64",".24273","1.6","NYSE","7.54","8.50419","Consumer Discretionary","Media Conglomerates","779.85","73766.16","94.59","103.64","87.05","6.41","13.82",".5","14.76","18.96","10.59","9.1545","YES"
"Texas Instruments Incorporated","TXN","16.64999","14961","3682","6080","5264.04003","2.11999","8734","2258","3577","10.49","25.708",".35","2.43534","1.09","NSDQ","26.01","20.65299","Computer and Technology","Semiconductor - General","983.79","107242.68","109.01","119.89","76.41","4.27","21.84","3.48","25.53","40.83","31.45","18.363","YES"
"Textron Inc.","TXT","4.4232","14198","307","762","1105",".07999","8029","3660","3898","21.44","40.838",".69",".68743",".74","NYSE","4.2","7.89319","Aerospace","Aerospace - Defense","261.77","15282.25","58.38","61.22","45.37","2.45","8.91","3.45","23.83","11.58","6.96","0","YES"
"Under Armour, Inc.","UA","9.1323","4976.55","-48.26","388.27999","366.87298","0","1965.15002","685.80999","790.38","","","","","0","NYSE","5.23","12.27799","Consumer Discretionary","Textile - Apparel","441.7","6872.81","15.56","21.25","10.59",".18","","24.6","86.44","9.38","6.75","","YES"
"Under Armour, Inc.","UAA","8.7707","4976.55","-48.26","-10.30001","261.12701","0","2337.66992","1060.36999","765.03997","4.57","27.48299",".38",".53703","0","NYSE","2.18","11.809","Consumer Discretionary","Textile - Apparel","441.7","7694.36","17.42","23.14","11.61",".18","3.94","24.6","96.78","4.17","3.02","","YES"
"United Continental Holdings, Inc.","UAL","5.97499","37736","2131","2999","4201","0","7113","12676","12699","29.73","59.05099","1.44",".38253","1.4","NYSE","4.87","14.57199","Transportation","Transportation - Airline","284.7","19134.72","67.21","82.03","57.2","6.77","53.06","-.6","9.91","23.4","9.81","","YES"
"United Dominion Realty Trust, Inc.","UDR","2.24049","995.79","121.55","89.01","558.018","1.225","762.11999","154.72999","3671.65991","10.42","61.96799","1.32","4.92548",".48","NYSE","1.67","2.4979","Finance","REIT and Equity Trust - Residential","268.16","9028.95","33.67","40.49","32.92","1.87","7.49","7.39","18","4.53","1.85","7.28429","YES"
"Universal Health Services, Inc.","UHS","6.6559","10409.87","752.29998","1135","1173.33898",".4","1798","1848.03002","3494.38989","53.22","40.936",".69",".08708","2","NYSE","6.98","8.1779","Medical","Medical - Hospital","94.91","11754.48","123.85","126.56","95.77","7.68","14.81","8.91","16.13","15.06","8.49","19.138","YES"
"Ulta Beauty Inc.","ULTA","15.126","4854.74","409.76","655.71002","620.04998","0","1536.22998","529.34002","0","26.31","0","","","1.7","NSDQ","17.73","24.704","Retail-Wholesale","Retail - Miscellaneous","60.99","12069.17","197.88","313.73","190.16","7.68","25.82","21.4","25.77","29.64","29.71","","YES"
"UnitedHealth Group Incorporated","UNH","6.5837","201159","10558","14023","12168","2.875","37084","50463","28835","51.42","38.36899",".58",".42117","2.59","NYSE","7.16","11.76299","Medical","Medical - HMOs","967.66","220994.86","228.38","248.47","163.44","10.08","14.89","14.16","22.66","21.29","13.23","29.21999","YES"
"Unum Group","UNM","1.4744","11286.8","994.20001","1404","1079.59997",".86","8467.5","49374.80078","2738.3999","42.67","22.239",".29",".02496","1.13","NYSE","1.54","7.87769","Finance","Insurance - Accident and Health","221.26","11054.21","49.96","58.59","43.8","4.29","5.81","1.86","11.65","10.43","7.99","12.04199","YES"
"Union Pacific Corporation","UNP","8.74759","21240","10712","7632","6743","2.48","4006","3939","16144","31.58","39.37599",".65",".44782","1.53","NYSE","8.15","14.18999","Transportation","Transportation - Rail","779.3","101559.03","130.32","141.97","101.4","5.8","4.22","-1.87","22.47","22.26","12.8","12.76299","YES"
"United Parcel Service, Inc.","UPS","12.491","65872","4910","7148","7541","3.31999","15548","12708","20278","1.2","95.166","19.69",".40934","1.67","NYSE","12.76","33.117","Transportation","Transportation - Air Freight and Cargo","861.61","91167.27","105.81","134.09","102.87","6.02","7.39","3.53","17.58","477.77","31.76","7.3343","YES"
"United Rentals, Inc.","URI","5.73929","6641","1346","1048","2298.15991","0","1772","1668","8717","36.79","73.72899","2.81",".27817","3.34","NYSE","6.73","7.75659","Construction","Building Products - Miscellaneous","84.43","15256.92","180.71","187.12","101.62","10.6","20.97","6.13","17.05","40.2","9.12","","YES"
"U.S. Bancorp","USB","1.4569","23996","6218","7517","6534.52978","1.15999","299566","363866","32259","26.72","39.37599",".73",".0536",".88","NYSE","1.32","7.9059","Finance","Banks - Major Regional","1651.9","89153.15","53.97","58.11","49.69","3.43","2.99","2.25","15.73","13.89","7.2","6.89669","YES"
"United Technologies Corporation","UTX","6.27069","59837","4552","7763","7451.0498","2.72","32858","24391","24989","39.35","44.428",".8",".42564","1.6","NYSE","5.62","11.111","Conglomerates","Diversified Operations","799.78","105338.8","131.71","138.32","109.55","6.66","2.67","-2.08","19.78","17.35","9.77","5.4804","YES"
"Visa Inc.","V","13.777","18358","6699","11694","8891",".66","19023","9994","16618","13.54","33.227",".6","1.64788","1.08","NYSE","13.42","18.51","Business Services","Financial Transaction Services","2060.54","251138.25","121.88","126.32","88.06","3.7","16.53","11.34","32.94","32.97","18.49","18.75699","YES"
"Varian Medical Systems, Inc.","VAR","12.49499","2668.2","249.6","344.79998","412","0","2190.30004","1550.09997","0","15.18","0","0",".59809","1.06","NYSE","11.95","22.33699","Medical","Medical - Instruments","91.3","11198.89","122.66","129.46","86.06","4.08",".78",".24","30.06","27.13","24.79","","YES"
"VF Corporation","VFC","12.767","11811.18","614.91998","1416.48999","1596.59497","1.72","4392.12011","2745.19995","2187.78002","9.41","37.033",".59",".46074","1.01","NYSE","12.58","18.951","Consumer Discretionary","Textile - Apparel","396.69","29184.51","73.57","83.94","51.62","3.08","3.43","1.64","23.89","31.49","20.42","17.35899","YES"
"Viacom Inc.","VIAB","8.81789","13263","1874","2212","6473",".8","5801","3753","11100","16.48","60.87699","1.52",".50945","1.03","NSDQ","6.5","12.26","Consumer Discretionary","Media Conglomerates","402.34","13792.25","34.28","46.62","23.27","3.76","-6.16","-1.28","9.12","26.28","8.84","-8.73131","YES"
"Valero Energy Corporation","VLO","6.51669","93980","4065","3207","4189","2.79999","19312","11071","8750","52.33","27.64599",".38",".54249","1.16","NYSE","4.63","11.034","Oils-Energy","Oil and Gas - Refining and Marketing","437.58","40064.91","91.56","98.95","61.47","4.98","-4.42","-13.63","18.39","10.3","7.38","36.895","YES"
"Vulcan Materials Company","VMC","2.443","3890.3","601.17999","361.30999","715.91699","1","1180.09997","442.86999","2813.47998","37.56","36.152",".57",".46839",".74","NYSE","4.34","3.17639","Construction","Building Products - Concrete and Aggregates","132.48","15597.15","117.73","141.11","112.5","3.02","111.45","9.49","38.98","8.68","5.52","110.942","YES"
"Vornado Realty Trust","VNO","1.47029","2084.13","227.41","318.44","733.98101","2.61999","2900.21997","9301.66015","843.60998","21.68","26.74799",".2",".20585",".98","NYSE","1.54","3.07979","Finance","REIT and Equity Trust - Other","189.98","12770.72","67.22","108.77","65.19","3.93","-.97","-3.41","17.1","5.44","3.51","-3.7048","YES"
"Verisk Analytics, Inc.","VRSK","13.142","2145.2","555.09997","691","783","0","597.59997","1337.59997","2284.3999","11.69","54.26399","1.19",".16694",".81","NSDQ","10.17","19.32299","Business Services","Business - Information Services","165.02","17011.97","103.09","103.59","76.75","3.21","10.84","6.64","32.12","33.58","13.91","","YES"
"VeriSign, Inc.","VRSN","16.232","1165.09","457.23999","599.01","507.229","0","2446.1499","1560.52001","1782.52001","-12.79","","-1.41","1.56752",".96","NSDQ","17.13","301.76501","Computer and Technology","Internet - Software and Services","97.12","11388.35","117.26","120.55","83.66","3.97","13.7","5.49","29.54","-36.88","155.32","","YES"
"Vertex Pharmaceuticals Incorporated","VRTX","-12.50801","2488.65","263.48001","-15.68001","265.21398","0","2648.95996","807.26","20.48999","8.08",".9933",".01","2.79437",".61","NSDQ","6.28","-21.14901","Medical","Medical - Biomedical and Genetics","253.89","43963.94","173.16","173.16","89.05","1.94","","19.14","89.26","11.02","10.88","","YES"
"Ventas, Inc.","VTR","2.4456","3574.15","1356.46997","584.71002","1522.76696","3.115","1534.60998","1276.51","11276.05957","30.69","50.77399","1.03",".14748","1.03","NYSE","2.68","2.62969","Finance","REIT and Equity Trust - Other","356.19","18083.56","50.77","71.93","48.32","4.17",".26","6.91","12.18","5.99","2.87","2.9663","YES"
"Verizon Communications Inc.","VZ","5.1195","126034","30101","20594","32251","2.32249","29913","33037","113642","10.95","71.776","2.54",".16302",".86","NYSE","6.05","9.52729","Computer and Technology","Wireless National","4127.96","201073.11","48.71","54.72","42.89","3.75","10.44","1.31","12.99","48.97","10.49","2.91289","YES"
"Waters Corporation","WAT","12.385","2309.08","20.30999","641.09002","709.67498","0","4270.12988","606.15002","1897.5","28.09","45.93",".85","5.71808","2.51","NYSE","11.9","15.15999","Computer and Technology","Instruments - Scientific","78.78","15865.62","201.38","218.7","153.05","7.5","9.6","4.55","26.85","24.7","14.43","","YES"
"Walgreens Boots Alliance, Inc.","WBA","7.59499","118214","4078","4853","7157","1.52499","19753","18547","12684","27.02","32.25099","",".23324","1.28","NSDQ","8.02","11.475","Retail-Wholesale","Retail - Pharmacies and Drug Stores","990.67","69891.7","70.55","86.54","64.48","5.28","14.31","15.13","13.36","19.15","12.83","7.1269","YES"
"Western Digital Corporation","WDC","11","19093","397","769","4751","2","11056","4344","12918","38.11","51.095","1.04","1.55778","3.95","NSDQ","11.78","14.97399","Computer and Technology","Computer- Storage Devices","297.56","26765.54","89.95","95.01","73.22","12.83","-4.32","3.36","7.01","30.78","14.64","17.033","YES"
"WEC Energy Group, Inc.","WEC","3.53859","7648.5","1204.90002","1588.40002","1795.59997","2.07999","2213.5","3869.30004","8746.5996","29.98","47.957",".92",".08368",".71","NYSE","3.24","5.89879","Utilities","Utility - Electric Power","315.55","19219.82","60.91","69.53","58.11","3.14","5.93","15.56","19.4","10.81","5.5","10.26099","YES"
"Welltower Inc.","WELL","2.41709","4316.64","522.77001","299.60998","1461.36401","3.48","1686.95996","911.85998","11731.94042","38.36","44.78699",".83",".3392","1.02","NYSE","2.24","2.483","Finance","REIT and Equity Trust - Other","371.67","20096.17","54.07","77.66","52.22","4.21","5.07","14.99","12.84","4.35","2.32","2.81089","YES"
"Wells Fargo & Company","WFC","1.3301","97741","22183","27377","27639.16992","1.53999","1354245","1509862","225020","37.36","51.956","1.23",".25717",".97","NYSE","1.14","6.0907","Finance","Banks - Major Regional","4877.75","280909.84","57.59","65.93","49.58","4.08","2.04","1.94","14.11","12.24","4.95","7.48369","YES"
"Whirlpool Corporation","WHR","5.14429","21253","350","887","1676.57604","4.3","7930","8505","4392","72.22","46.13399",".86",".26772","4.1","NYSE","5.08","10.968","Consumer Discretionary","Household Appliances","70.69","11209.73","158.58","198.34","158.58","13.78","12.35","3.58","11.51","18.36","10.81","16.371","YES"
"Willis Towers Watson Public Limited Company","WLTW","3.0181","8202","568","489","1988","2.11999","3276","1796","4450","77.62","30.40699",".43",".57349","2.21","NSDQ","3.56","9.19579","Finance","Insurance - Brokerage","132.22","20747.37","156.92","164.02","126.28","8.49","3.69","23.61","18.48","11.25","7.93","-10.70401","YES"
"Waste Management, Inc.","WM","5.4941","14485","1949","2191","2896","1.7","2624","3262","8752","13.91","59.159","1.45",".04721",".85","NYSE","6.77","8.0345","Business Services","Waste Removal Services","433.67","37161.52","85.69","89.71","70.5","3.22","9.69",".03","26.61","25.48","10.02","3.8608","YES"
"Williams Companies, Inc. (The)","WMB","1.41279","8031","2174","535","2257","1.2","2179","2646","20434","19.57","55.817","1.26",".41194",".2","NYSE","1.1","1.84909","Oils-Energy","Oil and Gas - Production and Pipelines","827.33","22536.4","27.24","33.21","27.02",".62","-11.75","2.83","43.94","3.38","1.43","-6.88041","YES"
"Wal-Mart Stores, Inc.","WMT","7.55009","500343","9862","15123","23822.40039","2.03999","59664","78521","36825","27.28","31.301",".46",".13075","1.33","NYSE","6.51","12.361","Retail-Wholesale","Retail - Supermarkets","2962.38","266555.16","89.98","109.55","69.61","4.41","-4.26",".89","20.4","16.85","11.21","2.94539","YES"
"WestRock Company","WRK","3.0671","14859.7","708.20001","857.59997","1786.44494","1.6","4490.8999","3009.80004","5946.10009","44.66","32.03499",".47",".26805",".87","NYSE","3.17","4.9074","Basic Materials","Paper and Related Products","255.13","16838.39","66","70.27","49.34","3.02","25.54","33.52","21.85","7.45","4.83","6.813","YES"
"Western Union Company (The)","WU","8.80949","5524.3","-557.09998","347.5","1573.30004",".69999","5027.10009","6159.3999","3033.60009","-1.07","83.27999","-6.17",".13608",".41","NYSE","8.87","18.34099","Business Services","Financial Transaction Services","459.3","9140.04","19.9","21.49","18.47","1.79","3.56","-.62","11.12","206.81","22","9.2559","YES"
"Weyerhaeuser Company","WY","4.19579","7196","582","716","1393","1.25","1715","1165","6232","11.79","41.187",".7",".79141",".31","NYSE","4.68","5.27769","Construction","Building Products - Wood","756.1","25714.89","34.01","37.85","31.17","1.15","-4.37","-4.33","29.57","9.62","5.61","11.769","YES"
"Wyndham Worldwide Corp","WYN","5.87249","5076","871","590","783","2.31999","2964","2539","5686","8.71","86.55799","6.44",".78259","1.49","NYSE","6.19","9.5423","Consumer Discretionary","Hotels and Motels","99.72","11636.73","116.69","127.35","82.09","6.19","13.66","4.13","18.85","92.39","10.18","18.263","YES"
"Wynn Resorts, Limited","WYNN","6.0524","6306.37","747.17999","560.26","1137.84997","2","3423.78002","1930.29003","9565.92968","10.49","89.869","8.87","1.62049","1.4","NSDQ","4.49","7.26889","Consumer Discretionary","Gaming","103.02","17004.13","165.06","200.6","98.99","5.34","-14.99","-2.07","30.91","100.14","5.32","-20.88401","YES"
"Cimarex Energy Co","XEC","4.31199","1918.25","494.32","681.98999","889.24902",".31999","935.63","679.57","1486.92004","26.96","36.66699",".58",".62648","1.47","NYSE","9.47","5.9805","Oils-Energy","Oil and Gas - Exploration and Production - United States","95.44","9227.91","96.69","128.66","91.33","4.67","-17.41","-7.21","20.7","18.73","11.51","-13.99601","YES"
"Xcel Energy Inc.","XEL","2.85689","11404","1148","1690","2775","1.44","2973","4088","14520","22.56","55.9","1.27",".38307",".42","NSDQ","2.78","4.7051","Utilities","Utility - Electric Power","508.07","22268.49","43.83","51.8","42.44","2.31","4.14",".88","18.97","10.39","4.59","6.4491","YES"
"XL Group Ltd.","XL","1.2731","11328.16","-560.39002","-494.71","-264.365",".87999","16966.75976","46653.46093","3220.76","44.77","21.937",".28",".13783",".45","NYSE","-.83","4.41739","Finance","Insurance - Property and Casualty","256.03","14317.42","55.92","55.92","34.02","-2.09","-10.92","12.04","","-4.25","-3.4","11.75699","YES"
"Xilinx, Inc.","XLNX","12.309","2349.33","622.51","691.08001","696.82202","1.32","3880.1101","897.19","995.23999","9.28","42.25299",".73","3.79983",".76","NSDQ","13.68","16.94","Computer and Technology","Semiconductors - Programmable Logic","254.82","18550.55","72.8","76.3","55.1","2.61","4.58","1.15","27.89","27.61","16.98","9.06529","YES"
"Exxon Mobil Corporation","XOM","6.67","244363","19710","18674","35182","3.05999","47134","57771","24406","45.9","11.149",".13",".52174",".88","NYSE","4.35","11.961","Oils-Energy","Oil and Gas - Integrated - International","4237.46","323191.22","76.27","89.07","74.89","3.54","-24.43","-16.2","21.55","8","7.07","5.59609","YES"
"DENTSPLY SIRONA Inc.","XRAY","6.603","3993.4","-1573","-1626.5","2284.78808",".34999","2002.5","946.59997","1611.59997","28.92","19.52799",".24",".66892",".82","NSDQ","5.61","8.7798","Medical","Medical - Dental Supplies","229.68","12830.09","55.86","68.58","52.79","2.66","3.47","6.83","21","8.35","6.88","8.3135","YES"
"Xerox Corporation","XRX","4.6844","10265","195","570","1442",".8125","5230","2741","5235","20.79","48.734",".99",".55782","1.04","NYSE","5.5","7.387","Business Services","Business - Services","254.67","7714.06","30.29","34.13","27.52","3.4","-4.41","-14","10.27","17.13","8.62","-2.5458","YES"
"Xylem Inc.","XYL","6.894","4707","331","466","667",".72","2071","1100","2200","14.03","46.61999",".87",".53727",".76","NYSE","6.44","9.96339","Industrial Products","Manufacturing - General Industrial ","179.89","13286.9","73.86","76.26","47.55","2.39","7.06","2.45","31.17","17.95","9.45","10.76799","YES"
"Yum! Brands, Inc.","YUM","16.993","5878","1340","2274","1305","1.2","2507","1512","9429","-18.8","","-1.49","1.38492",".96","NYSE","19.56","29.395","Retail-Wholesale","Retail - Restaurants","332.51","26810.53","80.63","86.48","63.18","2.97",".66","-11.81","27.15","-17.27","33.06","-.12624","YES"
"Zimmer Biomet Holdings, Inc.","ZBH","8.05669","7824.1","1813.80004","464.6","3030.13696",".95999","4515.2998","3020.19995","8917.5","57.96","43.178",".76",".31087","2.1","NYSE","6.19","9.8434","Medical","Medical - Products","203.15","23997.74","118.13","132.61","108.72","8.03","10.51","16.43","14.71","15.45","8.15","4.44259","YES"
"Zions Bancorporation","ZION",".69998","2736","592","936","825.51",".43999","46298","52621","5359","36.01","41.103",".75",".03785",".8","NSDQ",".98","4.8024","Finance","Banks - West","196.51","10947.81","55.71","56.29","38.99","2.86","8.73","1.78","19.48","9.04","6.89","39.50899","YES"
"Zoetis Inc.","ZTS","12.65499","5307","864","1525","1427",".41999","4217","1094","4953","3.67","73.498","2.77","1.63802",".69","NYSE","14.22","17.34499","Medical","Medical - Drugs","485.25","39737.43","81.89","83.3","52.54","2.4","15.51","3.21","34.12","65.96","19.33","23.29999","YES"
